,Indicator Full Name,Indicator,Area Name,Radius,Year,Time period,Mortality Rate
1853,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2006,2006 - 08,42.56
1854,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2006,2006 - 08,41.62
1855,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2006,2006 - 08,43.8
1856,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2006,2006 - 08,44.6
1857,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2006,2006 - 08,50.96
1858,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2006,2006 - 08,37.33
1859,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2006,2006 - 08,50.28
1861,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2007,2007 - 09,57.45
1862,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2007,2007 - 09,44.83
1863,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2007,2007 - 09,52.85
1864,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2007,2007 - 09,39.2
1865,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2007,2007 - 09,40.73
1866,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2007,2007 - 09,46.02
1867,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2007,2007 - 09,45.65
1868,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2007,2007 - 09,37.05
1869,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2007,2007 - 09,37.84
1870,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2007,2007 - 09,43.25
1871,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2007,2007 - 09,40.69
1872,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2007,2007 - 09,50.86
1873,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2007,2007 - 09,35.26
1874,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2007,2007 - 09,44.35
1876,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2008,2008 - 10,53.21
1877,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2008,2008 - 10,43.65
1878,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2008,2008 - 10,48.57
1879,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2008,2008 - 10,39.39
1880,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2008,2008 - 10,35.72
1881,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2008,2008 - 10,42.17
1882,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2008,2008 - 10,48.71
1883,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2008,2008 - 10,34.57
1884,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2008,2008 - 10,33.33
1885,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2008,2008 - 10,41.5
1886,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2008,2008 - 10,36.12
1887,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2008,2008 - 10,42.06
1888,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2008,2008 - 10,32.7
1889,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2008,2008 - 10,39.71
1891,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2009,2009 - 11,46.77
1892,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2009,2009 - 11,46.53
1893,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2009,2009 - 11,48.84
1894,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2009,2009 - 11,38.02
1895,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2009,2009 - 11,34.71
1896,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2009,2009 - 11,41.91
1897,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2009,2009 - 11,46.54
1898,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2009,2009 - 11,32.09
1899,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2009,2009 - 11,28.57
1900,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2009,2009 - 11,33.24
1901,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2009,2009 - 11,33.9
1902,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2009,2009 - 11,37.8
1903,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2009,2009 - 11,29.28
1904,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2009,2009 - 11,37.55
1906,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2010,2010 - 12,49.65
1907,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2010,2010 - 12,46.02
1908,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2010,2010 - 12,52.0
1909,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2010,2010 - 12,40.76
1910,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2010,2010 - 12,35.48
1911,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2010,2010 - 12,39.98
1912,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2010,2010 - 12,43.04
1913,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2010,2010 - 12,30.71
1914,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2010,2010 - 12,26.62
1915,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2010,2010 - 12,33.6
1916,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2010,2010 - 12,30.2
1917,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2010,2010 - 12,37.1
1918,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2010,2010 - 12,25.44
1919,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2010,2010 - 12,36.41
1921,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2011,2011 - 13,50.96
1922,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2011,2011 - 13,45.04
1923,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2011,2011 - 13,51.99
1924,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2011,2011 - 13,40.46
1925,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2011,2011 - 13,34.41
1926,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2011,2011 - 13,40.15
1927,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2011,2011 - 13,40.12
1928,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2011,2011 - 13,29.86
1929,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2011,2011 - 13,28.79
1930,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2011,2011 - 13,31.62
1931,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2011,2011 - 13,31.32
1932,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2011,2011 - 13,45.53
1933,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2011,2011 - 13,23.87
1934,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2011,2011 - 13,37.67
1936,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2012,2012 - 14,53.94
1937,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2012,2012 - 14,42.33
1938,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2012,2012 - 14,48.01
1939,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2012,2012 - 14,39.66
1940,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2012,2012 - 14,30.81
1941,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2012,2012 - 14,36.5
1942,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2012,2012 - 14,39.87
1943,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2012,2012 - 14,29.19
1944,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2012,2012 - 14,30.72
1945,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2012,2012 - 14,31.32
1946,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2012,2012 - 14,36.24
1947,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2012,2012 - 14,48.89
1948,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2012,2012 - 14,25.62
1949,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2012,2012 - 14,34.51
1951,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2013,2013 - 15,51.97
1952,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2013,2013 - 15,39.94
1953,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2013,2013 - 15,47.06
1954,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2013,2013 - 15,38.21
1955,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2013,2013 - 15,29.36
1956,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2013,2013 - 15,33.73
1957,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2013,2013 - 15,36.81
1958,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2013,2013 - 15,28.43
1959,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2013,2013 - 15,30.76
1960,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2013,2013 - 15,24.11
1961,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2013,2013 - 15,39.6
1962,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2013,2013 - 15,45.57
1963,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2013,2013 - 15,26.14
1964,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2013,2013 - 15,32.47
1966,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2014,2014 - 16,47.26
1967,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2014,2014 - 16,36.78
1968,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2014,2014 - 16,39.12
1969,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2014,2014 - 16,35.2
1970,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2014,2014 - 16,28.69
1971,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2014,2014 - 16,31.84
1972,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2014,2014 - 16,36.98
1973,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2014,2014 - 16,26.88
1974,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2014,2014 - 16,27.62
1975,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2014,2014 - 16,25.58
1976,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2014,2014 - 16,35.51
1977,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2014,2014 - 16,41.0
1978,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2014,2014 - 16,25.16
1979,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2014,2014 - 16,32.3
1981,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2015,2015 - 17,46.21
1982,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2015,2015 - 17,33.13
1983,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2015,2015 - 17,34.78
1984,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2015,2015 - 17,32.95
1985,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2015,2015 - 17,28.68
1986,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2015,2015 - 17,28.68
1987,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2015,2015 - 17,34.07
1988,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2015,2015 - 17,25.92
1989,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2015,2015 - 17,27.58
1990,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2015,2015 - 17,22.46
1991,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2015,2015 - 17,28.99
1992,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2015,2015 - 17,39.22
1993,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2015,2015 - 17,21.62
1994,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2015,2015 - 17,29.2
1996,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2016,2016 - 18,40.91
1997,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2016,2016 - 18,33.7
1998,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2016,2016 - 18,30.4
1999,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2016,2016 - 18,29.83
2000,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2016,2016 - 18,27.72
2001,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2016,2016 - 18,27.35
2002,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2016,2016 - 18,32.21
2003,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2016,2016 - 18,25.14
2004,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2016,2016 - 18,25.48
2005,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2016,2016 - 18,22.62
2006,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2016,2016 - 18,26.8
2007,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2016,2016 - 18,39.33
2008,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2016,2016 - 18,20.47
2009,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2016,2016 - 18,29.72
2011,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Brent CCG,Outer,2017,2017 - 19,40.59
2012,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Croydon CCG,Outer,2017,2017 - 19,32.86
2013,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,2017,2017 - 19,33.06
2014,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Harrow CCG,Outer,2017,2017 - 19,30.56
2015,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,2017,2017 - 19,27.73
2016,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Kingston CCG,Outer,2017,2017 - 19,27.85
2017,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Merton CCG,Outer,2017,2017 - 19,30.39
2018,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,2017,2017 - 19,25.18
2019,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Richmond CCG,Outer,2017,2017 - 19,26.73
2020,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,2017,2017 - 19,16.08
2021,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Sutton CCG,Outer,2017,2017 - 19,22.89
2022,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,2017,2017 - 19,38.92
2023,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,2017,2017 - 19,19.35
2024,"Coronary heart disease mortality rates, under 75 years",<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,2017,2017 - 19,25.88
2025,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2006,2006 - 08,2.72676935531634
2026,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2006,2006 - 08,3.27833831966683
2027,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2006,2006 - 08,4.1476908524101095
2028,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2006,2006 - 08,2.45416794405829
2029,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2006,2006 - 08,1.76985465159319
2030,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2007,2007 - 09,3.10881334449148
2031,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2007,2007 - 09,3.3266104300317
2032,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2007,2007 - 09,3.4316620192314
2033,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2007,2007 - 09,2.46690611400708
2034,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2007,2007 - 09,2.10508039084351
2035,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2008,2008 - 10,2.9829969085407204
2036,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2008,2008 - 10,2.968732833100649
2037,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2008,2008 - 10,3.367125999684009
2038,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2008,2008 - 10,2.94678093621356
2039,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2008,2008 - 10,2.15902190186892
2040,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2009,2009 - 11,3.24362718102533
2041,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2009,2009 - 11,2.56072882907522
2042,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2009,2009 - 11,2.79164250400251
2043,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2009,2009 - 11,2.88908657310171
2044,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2009,2009 - 11,3.59194295609873
2045,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2010,2010 - 12,2.9771013643387003
2046,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2010,2010 - 12,2.73740919675276
2047,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2010,2010 - 12,3.01215383598685
2048,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2010,2010 - 12,2.72377918830338
2049,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2010,2010 - 12,4.15872723481611
2050,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2011,2011 - 13,3.27280901330734
2051,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2011,2011 - 13,2.45870952469788
2052,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2011,2011 - 13,3.11373984422536
2053,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2011,2011 - 13,2.4854494527374302
2054,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2011,2011 - 13,3.83508882811434
2055,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2012,2012 - 14,3.5075127590388
2056,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2012,2012 - 14,1.91020280755099
2057,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2012,2012 - 14,2.7384652703797503
2058,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2012,2012 - 14,2.37828276679038
2059,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2012,2012 - 14,3.76764345115642
2060,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2013,2013 - 15,4.14045401774447
2061,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2013,2013 - 15,2.60386445550332
2062,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2013,2013 - 15,4.21711506763129
2063,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2013,2013 - 15,2.73957428889042
2064,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2013,2013 - 15,3.39109876906816
2065,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2014,2014 - 16,4.65262890851473
2066,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2014,2014 - 16,3.14467064280233
2067,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2014,2014 - 16,4.0678201953665605
2068,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2014,2014 - 16,2.76546304068169
2069,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2014,2014 - 16,4.04740157488704
2070,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2015,2015 - 17,5.06055216471963
2071,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2015,2015 - 17,3.28869607329076
2072,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2015,2015 - 17,4.976012269633361
2073,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2015,2015 - 17,2.47232469446976
2074,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2015,2015 - 17,3.36713377539993
2075,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2016,2016 - 18,5.498196573060559
2076,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2016,2016 - 18,2.39846220618886
2077,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2016,2016 - 18,2.98814292806068
