,Year,Area Name,CCG Location,CCG_Poll_Map,LAT,LONG,Indicator Name,Value
3666,2014,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Ozone,34.73975632
3667,2015,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Ozone,36.5096117
3668,2016,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Ozone,31.74631358
3669,2017,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Ozone,31.39444949
3670,2018,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Ozone,36.82154924
3671,2019,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Ozone,22.45806152
3672,2003,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,
3673,2004,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,44.6074936
3674,2005,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,44.13536146
3675,2006,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,48.32330127
3676,2007,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,41.21480032
3677,2008,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,45.1027968
3678,2009,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,43.13590402
3679,2010,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,41.50953041
3680,2011,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,44.94307372
3681,2012,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,40.29368496
3682,2013,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,46.69198316
3683,2014,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,46.11839982
3684,2015,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,49.47007436
3685,2016,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,45.56931441
3686,2017,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,43.24416342
3687,2018,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,46.12120575
3688,2019,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Ozone,44.39852763
3689,2003,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,
3690,2004,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,44.6074936
3691,2005,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,44.13536146
3692,2006,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,48.32330127
3693,2007,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,41.21480032
3694,2008,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,45.1027968
3695,2009,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,43.13590402
3696,2010,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,41.50953041
3697,2011,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,44.94307372
3698,2012,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,40.29368496
3699,2013,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,46.69198316
3700,2014,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,46.11839982
3701,2015,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,49.47007436
3702,2016,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,45.56931441
3703,2017,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,43.24416342
3704,2018,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,46.12120575
3705,2019,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Ozone,44.39852763
3706,2003,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3707,2004,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3708,2005,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3709,2006,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3710,2007,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3711,2008,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3712,2009,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3713,2010,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3714,2011,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3715,2012,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3716,2013,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3717,2014,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3718,2015,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3719,2016,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3720,2017,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3721,2018,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3722,2019,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Ozone,
3723,2003,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,
3724,2004,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,45.05988359
3725,2005,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,31.30708321
3726,2006,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,
3727,2007,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,42.65776532
3728,2008,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,38.17949778
3729,2009,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,
3730,2010,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,
3731,2011,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,43.62949687
3732,2012,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,39.94539448
3733,2013,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,37.3764228
3734,2014,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,
3735,2015,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,
3736,2016,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,
3737,2017,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,43.74854854
3738,2018,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,36.66256203
3739,2019,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Ozone,
3740,2003,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,
3741,2004,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,44.6074936
3742,2005,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,44.13536146
3743,2006,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,48.32330127
3744,2007,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,41.21480032
3745,2008,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,45.1027968
3746,2009,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,43.13590402
3747,2010,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,41.50953041
3748,2011,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,44.94307372
3749,2012,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,40.29368496
3750,2013,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,46.69198316
3751,2014,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,46.11839982
3752,2015,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,49.47007436
3753,2016,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,45.56931441
3754,2017,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,43.24416342
3755,2018,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,46.12120575
3756,2019,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Ozone,44.39852763
3757,2003,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3758,2004,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3759,2005,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3760,2006,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3761,2007,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3762,2008,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3763,2009,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3764,2010,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3765,2011,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3766,2012,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3767,2013,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3768,2014,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3769,2015,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3770,2016,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3771,2017,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3772,2018,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3773,2019,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Ozone,
3774,2003,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,
3775,2004,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,44.6074936
3776,2005,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,44.13536146
3777,2006,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,48.32330127
3778,2007,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,41.21480032
3779,2008,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,45.1027968
3780,2009,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,43.13590402
3781,2010,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,41.50953041
3782,2011,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,44.94307372
3783,2012,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,40.29368496
3784,2013,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,46.69198316
3785,2014,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,46.11839982
3786,2015,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,49.47007436
3787,2016,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,45.56931441
3788,2017,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,43.24416342
3789,2018,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,46.12120575
3790,2019,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Ozone,44.39852763
3791,2003,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,
3792,2004,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,44.6074936
3793,2005,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,44.13536146
3794,2006,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,48.32330127
3795,2007,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,41.21480032
3796,2008,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,45.1027968
3797,2009,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,43.13590402
3798,2010,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,41.50953041
3799,2011,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,44.94307372
3800,2012,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,40.29368496
3801,2013,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,46.69198316
3802,2014,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,46.11839982
3803,2015,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,49.47007436
3804,2016,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,45.56931441
3805,2017,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,43.24416342
3806,2018,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,46.12120575
3807,2019,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Ozone,44.39852763
3808,2003,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,
3809,2004,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,20.18451079
3810,2005,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,24.16177045
3811,2006,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,22.67072561
3812,2007,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,25.89585781
3813,2008,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,23.84608636
3814,2009,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,26.37960563
3815,2010,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,28.4670162
3816,2011,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,23.34522724
3817,2012,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,26.22671748
3818,2013,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,25.05530666
3819,2014,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,24.88890704
3820,2015,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,32.34738042
3821,2016,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,25.38140663
3822,2017,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,32.73291908
3823,2018,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,28.09257186
3824,2019,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,PM10,26.0383629
3825,2003,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3826,2004,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3827,2005,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,20.7673752
3828,2006,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3829,2007,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,19.25680002
3830,2008,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3831,2009,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,17.84202937
3832,2010,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,19.13580591
3833,2011,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3834,2012,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,21.83814541
3835,2013,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3836,2014,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,21.12361586
3837,2015,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,22.73705046
3838,2016,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,24.79849914
3839,2017,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3840,2018,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3841,2019,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,PM10,
3842,2003,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,
3843,2004,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,23.33357631
3844,2005,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,25.91664694
3845,2006,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,25.44342469
3846,2007,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,24.40176891
3847,2008,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,22.14147481
3848,2009,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,22.76906733
3849,2010,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,22.35832922
3850,2011,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,23.62968069
3851,2012,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,23.47171893
3852,2013,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,25.20813152
3853,2014,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,20.0965995
3854,2015,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,22.2983016
3855,2016,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,22.00869292
3856,2017,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,25.72653673
3857,2018,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,24.81024324
3858,2019,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,PM10,22.53479519
3859,2003,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,
3860,2004,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,23.84999629
3861,2005,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,27.40139804
3862,2006,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,23.0565051
3863,2007,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,39.66833846
3864,2008,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,25.21112335
3865,2009,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,27.86476665
3866,2010,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,21.92685084
3867,2011,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,30.24053956
3868,2012,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,23.30363559
3869,2013,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,22.19032952
3870,2014,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,19.03387408
3871,2015,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,16.24208172
3872,2016,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,15.28202149
3873,2017,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,17.41288891
3874,2018,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,17.52200363
3875,2019,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,PM10,17.73727044
3876,2003,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,
3877,2004,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,26.15803211
3878,2005,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,24.44079428
3879,2006,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,25.94131946
3880,2007,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,
3881,2008,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,25.35828515
3882,2009,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,23.0012311
3883,2010,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,29.67452111
3884,2011,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,30.66247735
3885,2012,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,
3886,2013,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,
3887,2014,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,36.7184606
3888,2015,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,20.22278197
3889,2016,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,30.58967758
3890,2017,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,30.18831754
3891,2018,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,22.46046171
3892,2019,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,PM10,
3893,2003,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3894,2004,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3895,2005,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,20.7673752
3896,2006,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3897,2007,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,19.25680002
3898,2008,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3899,2009,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,17.84202937
3900,2010,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,19.13580591
3901,2011,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3902,2012,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,21.83814541
3903,2013,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3904,2014,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,21.12361586
3905,2015,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,22.73705046
3906,2016,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,24.79849914
3907,2017,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3908,2018,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3909,2019,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,PM10,
3910,2003,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,
3911,2004,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,26.43231136
3912,2005,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,25.76429504
3913,2006,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,25.9021213
3914,2007,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,26.47356242
3915,2008,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,23.82012119
3916,2009,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,23.74888571
3917,2010,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,21.2937499
3918,2011,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,24.91838284
3919,2012,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,20.82588014
3920,2013,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,22.72733698
3921,2014,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,21.32522858
3922,2015,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,18.93107329
3923,2016,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,19.54386206
3924,2017,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,18.34788839
3925,2018,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,18.8764812
3926,2019,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,PM10,17.16618989
3927,2003,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3928,2004,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3929,2005,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3930,2006,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3931,2007,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3932,2008,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3933,2009,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3934,2010,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3935,2011,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
3936,2012,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,PM10,
