Country Name,Indicator Name,Year,Value
NHS Ealing CCG,Nitrogen dioxide,2009,56.88863877
NHS East Berkshire CCG,Nitrogen dioxide,2009,34.640116
NHS Hammersmith And Fulham CCG,Nitrogen dioxide,2009,48.78085918
NHS Hillingdon CCG,Nitrogen dioxide,2009,43.66814355
NHS Hounslow CCG,Nitrogen dioxide,2009,49.28868693
NHS Kingston CCG,Nitrogen dioxide,2009,32.07963127
NHS Merton CCG,Nitrogen dioxide,2009,32.07963127
NHS Richmond CCG,Nitrogen dioxide,2009,32.07963127
NHS Sutton CCG,Nitrogen dioxide,2009,32.07963127
NHS Wandsworth CCG,Nitrogen dioxide,2009,32.07963127
NHS North West Surrey CCG,Nitrogen dioxide,2009,33.44858308
NHS Berkshire West CCG,Nitrogen dioxide,2010,49.55609983
NHS Surrey Heath CCG,Nitrogen dioxide,2010,49.55609983
NHS Buckinghamshire CCG,Nitrogen dioxide,2010,29.68044346
NHS Herts Valleys CCG,Nitrogen dioxide,2010,29.68044346
NHS Ealing CCG,Nitrogen dioxide,2010,57.18230266
NHS East Berkshire CCG,Nitrogen dioxide,2010,35.73420731
NHS Hammersmith And Fulham CCG,Nitrogen dioxide,2010,75.22731598
NHS Hillingdon CCG,Nitrogen dioxide,2010,42.32239872
NHS Hounslow CCG,Nitrogen dioxide,2010,43.58286133
NHS Kingston CCG,Nitrogen dioxide,2010,32.28260224
NHS Merton CCG,Nitrogen dioxide,2010,32.28260224
NHS Richmond CCG,Nitrogen dioxide,2010,32.28260224
NHS Sutton CCG,Nitrogen dioxide,2010,32.28260224
NHS Wandsworth CCG,Nitrogen dioxide,2010,32.28260224
NHS North West Surrey CCG,Nitrogen dioxide,2010,37.10605464
NHS Oxfordshire CCG,Nitrogen dioxide,2010,39.69151098
NHS Berkshire West CCG,Nitrogen dioxide,2011,40.95965485
NHS Surrey Heath CCG,Nitrogen dioxide,2011,40.95965485
NHS Ealing CCG,Nitrogen dioxide,2011,50.39484565
NHS East Berkshire CCG,Nitrogen dioxide,2011,36.02852741
NHS Hammersmith And Fulham CCG,Nitrogen dioxide,2011,66.01722167
NHS Hillingdon CCG,Nitrogen dioxide,2011,41.26007801
NHS Hounslow CCG,Nitrogen dioxide,2011,44.51351659
NHS Kingston CCG,Nitrogen dioxide,2011,28.8793852
NHS Merton CCG,Nitrogen dioxide,2011,28.8793852
NHS Richmond CCG,Nitrogen dioxide,2011,28.8793852
NHS Sutton CCG,Nitrogen dioxide,2011,28.8793852
NHS Wandsworth CCG,Nitrogen dioxide,2011,28.8793852
NHS North West Surrey CCG,Nitrogen dioxide,2011,30.29160214
NHS Oxfordshire CCG,Nitrogen dioxide,2011,48.76680548
NHS Berkshire West CCG,Nitrogen dioxide,2012,45.50435557
NHS Surrey Heath CCG,Nitrogen dioxide,2012,45.50435557
NHS Buckinghamshire CCG,Nitrogen dioxide,2012,35.14755452
NHS Herts Valleys CCG,Nitrogen dioxide,2012,35.14755452
NHS Ealing CCG,Nitrogen dioxide,2012,55.93367619
NHS East Berkshire CCG,Nitrogen dioxide,2012,34.22492786
NHS Hillingdon CCG,Nitrogen dioxide,2012,41.39339736
NHS Hounslow CCG,Nitrogen dioxide,2012,44.75177721
NHS Kingston CCG,Nitrogen dioxide,2012,32.36548538
NHS Merton CCG,Nitrogen dioxide,2012,32.36548538
NHS Richmond CCG,Nitrogen dioxide,2012,32.36548538
NHS Sutton CCG,Nitrogen dioxide,2012,32.36548538
NHS Wandsworth CCG,Nitrogen dioxide,2012,32.36548538
NHS North West Surrey CCG,Nitrogen dioxide,2012,30.63159141
NHS Oxfordshire CCG,Nitrogen dioxide,2012,53.63489172
NHS Berkshire West CCG,Nitrogen dioxide,2013,48.40780783
NHS Surrey Heath CCG,Nitrogen dioxide,2013,48.40780783
NHS Ealing CCG,Nitrogen dioxide,2013,51.82006764
NHS East Berkshire CCG,Nitrogen dioxide,2013,33.90456884
NHS Hillingdon CCG,Nitrogen dioxide,2013,39.89078003
NHS Hounslow CCG,Nitrogen dioxide,2013,48.00775855
NHS Kingston CCG,Nitrogen dioxide,2013,28.02409971
NHS Merton CCG,Nitrogen dioxide,2013,28.02409971
NHS Richmond CCG,Nitrogen dioxide,2013,28.02409971
NHS Sutton CCG,Nitrogen dioxide,2013,28.02409971
NHS Wandsworth CCG,Nitrogen dioxide,2013,28.02409971
NHS North West Surrey CCG,Nitrogen dioxide,2013,34.37812792
NHS Oxfordshire CCG,Nitrogen dioxide,2013,
NHS Berkshire West CCG,Nitrogen dioxide,2014,45.41972102
NHS Surrey Heath CCG,Nitrogen dioxide,2014,45.41972102
NHS Buckinghamshire CCG,Nitrogen dioxide,2014,33.700041
NHS Herts Valleys CCG,Nitrogen dioxide,2014,33.700041
NHS Ealing CCG,Nitrogen dioxide,2014,48.73111183
NHS East Berkshire CCG,Nitrogen dioxide,2014,34.18785703
NHS Hammersmith And Fulham CCG,Nitrogen dioxide,2014,43.33727393
NHS Hillingdon CCG,Nitrogen dioxide,2014,40.0616665
NHS Hounslow CCG,Nitrogen dioxide,2014,44.91178243
NHS Kingston CCG,Nitrogen dioxide,2014,29.83461126
NHS Merton CCG,Nitrogen dioxide,2014,29.83461126
NHS Richmond CCG,Nitrogen dioxide,2014,29.83461126
NHS Sutton CCG,Nitrogen dioxide,2014,29.83461126
NHS Wandsworth CCG,Nitrogen dioxide,2014,29.83461126
NHS North West Surrey CCG,Nitrogen dioxide,2014,32.61005279
NHS Berkshire West CCG,Nitrogen dioxide,2015,51.76623897
NHS Surrey Heath CCG,Nitrogen dioxide,2015,51.76623897
NHS Buckinghamshire CCG,Nitrogen dioxide,2015,38.81154064
NHS Herts Valleys CCG,Nitrogen dioxide,2015,38.81154064
NHS Ealing CCG,Nitrogen dioxide,2015,57.43133182
NHS East Berkshire CCG,Nitrogen dioxide,2015,31.19164844
NHS Hammersmith And Fulham CCG,Nitrogen dioxide,2015,50.33713472
NHS Hillingdon CCG,Nitrogen dioxide,2015,38.13352825
NHS Hounslow CCG,Nitrogen dioxide,2015,41.6350706
NHS Kingston CCG,Nitrogen dioxide,2015,25.24649162
NHS Merton CCG,Nitrogen dioxide,2015,25.24649162
NHS Richmond CCG,Nitrogen dioxide,2015,25.24649162
NHS Sutton CCG,Nitrogen dioxide,2015,25.24649162
NHS Wandsworth CCG,Nitrogen dioxide,2015,25.24649162
NHS North West Surrey CCG,Nitrogen dioxide,2015,27.40904354
NHS Berkshire West CCG,Nitrogen dioxide,2016,40.09342122
NHS Surrey Heath CCG,Nitrogen dioxide,2016,40.09342122
NHS Buckinghamshire CCG,Nitrogen dioxide,2016,
NHS Herts Valleys CCG,Nitrogen dioxide,2016,
NHS Ealing CCG,Nitrogen dioxide,2016,56.98691879
NHS East Berkshire CCG,Nitrogen dioxide,2016,33.08942676
NHS Hammersmith And Fulham CCG,Nitrogen dioxide,2016,82.2035206
NHS Hillingdon CCG,Nitrogen dioxide,2016,39.21509575
NHS Hounslow CCG,Nitrogen dioxide,2016,43.95647107
NHS Kingston CCG,Nitrogen dioxide,2016,31.37779233
NHS Merton CCG,Nitrogen dioxide,2016,31.37779233
NHS Richmond CCG,Nitrogen dioxide,2016,31.37779233
NHS Sutton CCG,Nitrogen dioxide,2016,31.37779233
NHS Wandsworth CCG,Nitrogen dioxide,2016,31.37779233
NHS North West Surrey CCG,Nitrogen dioxide,2016,31.47462003
NHS Oxfordshire CCG,Nitrogen dioxide,2016,57.54682405
NHS Berkshire West CCG,Nitrogen dioxide,2017,57.17025324
NHS Surrey Heath CCG,Nitrogen dioxide,2017,57.17025324
NHS Ealing CCG,Nitrogen dioxide,2017,54.55960138
NHS East Berkshire CCG,Nitrogen dioxide,2017,33.94460608
NHS Hammersmith And Fulham CCG,Nitrogen dioxide,2017,83.22557571
NHS Hillingdon CCG,Nitrogen dioxide,2017,38.5448805
NHS Hounslow CCG,Nitrogen dioxide,2017,42.94356383
NHS Kingston CCG,Nitrogen dioxide,2017,29.55367622
NHS Merton CCG,Nitrogen dioxide,2017,29.55367622
NHS Richmond CCG,Nitrogen dioxide,2017,29.55367622
NHS Sutton CCG,Nitrogen dioxide,2017,29.55367622
NHS Wandsworth CCG,Nitrogen dioxide,2017,29.55367622
NHS North West Surrey CCG,Nitrogen dioxide,2017,29.06993501
NHS Oxfordshire CCG,Nitrogen dioxide,2017,49.75008841
NHS Berkshire West CCG,Nitrogen dioxide,2018,46.58946446
NHS Surrey Heath CCG,Nitrogen dioxide,2018,46.58946446
NHS Ealing CCG,Nitrogen dioxide,2018,50.02793252
NHS East Berkshire CCG,Nitrogen dioxide,2018,33.03361569
NHS Hammersmith And Fulham CCG,Nitrogen dioxide,2018,39.17274424
NHS Hillingdon CCG,Nitrogen dioxide,2018,34.64942882
NHS Hounslow CCG,Nitrogen dioxide,2018,36.22280364
NHS Kingston CCG,Nitrogen dioxide,2018,28.60794104
NHS Merton CCG,Nitrogen dioxide,2018,28.60794104
NHS Richmond CCG,Nitrogen dioxide,2018,28.60794104
NHS Sutton CCG,Nitrogen dioxide,2018,28.60794104
NHS Wandsworth CCG,Nitrogen dioxide,2018,28.60794104
NHS North West Surrey CCG,Nitrogen dioxide,2018,30.26354384
NHS Oxfordshire CCG,Nitrogen dioxide,2018,
NHS Berkshire West CCG,Nitrogen dioxide,2019,43.26262698
NHS Surrey Heath CCG,Nitrogen dioxide,2019,43.26262698
NHS Buckinghamshire CCG,Nitrogen dioxide,2019,35.79176019
NHS Herts Valleys CCG,Nitrogen dioxide,2019,35.79176019
NHS Ealing CCG,Nitrogen dioxide,2019,46.56658076
NHS East Berkshire CCG,Nitrogen dioxide,2019,32.06243767
NHS Hillingdon CCG,Nitrogen dioxide,2019,35.36966169
NHS Hounslow CCG,Nitrogen dioxide,2019,32.22451477
NHS Kingston CCG,Nitrogen dioxide,2019,27.90021046
NHS Merton CCG,Nitrogen dioxide,2019,27.90021046
NHS Richmond CCG,Nitrogen dioxide,2019,27.90021046
NHS Sutton CCG,Nitrogen dioxide,2019,27.90021046
NHS Wandsworth CCG,Nitrogen dioxide,2019,27.90021046
NHS North West Surrey CCG,Nitrogen dioxide,2019,29.63712385
NHS Oxfordshire CCG,Nitrogen dioxide,2019,55.82056538
NHS Berkshire West CCG,Ozone,2004,
NHS Surrey Heath CCG,Ozone,2004,
NHS Ealing CCG,Ozone,2004,33.99208042
NHS East Berkshire CCG,Ozone,2004,
NHS Hammersmith And Fulham CCG,Ozone,2004,38.11402287
NHS Hillingdon CCG,Ozone,2004,
NHS Hounslow CCG,Ozone,2004,31.62842599
NHS Kingston CCG,Ozone,2004,44.6074936
NHS Merton CCG,Ozone,2004,44.6074936
NHS Richmond CCG,Ozone,2004,44.6074936
NHS Sutton CCG,Ozone,2004,44.6074936
NHS Wandsworth CCG,Ozone,2004,44.6074936
NHS North West Surrey CCG,Ozone,2004,
NHS Oxfordshire CCG,Ozone,2004,45.05988359
NHS Berkshire West CCG,Ozone,2005,
NHS Surrey Heath CCG,Ozone,2005,
NHS Buckinghamshire CCG,Ozone,2005,
NHS Herts Valleys CCG,Ozone,2005,
NHS Ealing CCG,Ozone,2005,28.59445309
NHS East Berkshire CCG,Ozone,2005,
NHS Hammersmith And Fulham CCG,Ozone,2005,
NHS Hillingdon CCG,Ozone,2005,
NHS Hounslow CCG,Ozone,2005,34.42601048
NHS Kingston CCG,Ozone,2005,44.13536146
NHS Merton CCG,Ozone,2005,44.13536146
NHS Richmond CCG,Ozone,2005,44.13536146
NHS Sutton CCG,Ozone,2005,44.13536146
NHS Wandsworth CCG,Ozone,2005,44.13536146
NHS North West Surrey CCG,Ozone,2005,
NHS Oxfordshire CCG,Ozone,2005,31.30708321
NHS Berkshire West CCG,Ozone,2006,
NHS Surrey Heath CCG,Ozone,2006,
NHS Buckinghamshire CCG,Ozone,2006,39.20704856
NHS Herts Valleys CCG,Ozone,2006,39.20704856
NHS Ealing CCG,Ozone,2006,32.52753876
NHS East Berkshire CCG,Ozone,2006,
NHS Hammersmith And Fulham CCG,Ozone,2006,
NHS Hillingdon CCG,Ozone,2006,
NHS Hounslow CCG,Ozone,2006,41.62683596
NHS Kingston CCG,Ozone,2006,48.32330127
NHS Merton CCG,Ozone,2006,48.32330127
NHS Richmond CCG,Ozone,2006,48.32330127
NHS Sutton CCG,Ozone,2006,48.32330127
NHS Wandsworth CCG,Ozone,2006,48.32330127
NHS North West Surrey CCG,Ozone,2006,
NHS Oxfordshire CCG,Ozone,2006,
NHS Berkshire West CCG,Ozone,2007,
NHS Surrey Heath CCG,Ozone,2007,
NHS Buckinghamshire CCG,Ozone,2007,
NHS Herts Valleys CCG,Ozone,2007,
NHS Ealing CCG,Ozone,2007,28.47389078
NHS East Berkshire CCG,Ozone,2007,
NHS Hillingdon CCG,Ozone,2007,
NHS Hounslow CCG,Ozone,2007,31.76443719
NHS Kingston CCG,Ozone,2007,41.21480032
NHS Merton CCG,Ozone,2007,41.21480032
NHS Richmond CCG,Ozone,2007,41.21480032
NHS Sutton CCG,Ozone,2007,41.21480032
NHS Wandsworth CCG,Ozone,2007,41.21480032
NHS North West Surrey CCG,Ozone,2007,
NHS Oxfordshire CCG,Ozone,2007,42.65776532
NHS Berkshire West CCG,Ozone,2008,
NHS Surrey Heath CCG,Ozone,2008,
NHS Buckinghamshire CCG,Ozone,2008,37.22671616
NHS Herts Valleys CCG,Ozone,2008,37.22671616
NHS Ealing CCG,Ozone,2008,29.08530457
NHS East Berkshire CCG,Ozone,2008,
NHS Hammersmith And Fulham CCG,Ozone,2008,29.89964807
NHS Hillingdon CCG,Ozone,2008,
NHS Hounslow CCG,Ozone,2008,36.52743372
NHS Kingston CCG,Ozone,2008,45.1027968
NHS Merton CCG,Ozone,2008,45.1027968
NHS Richmond CCG,Ozone,2008,45.1027968
NHS Sutton CCG,Ozone,2008,45.1027968
NHS Wandsworth CCG,Ozone,2008,45.1027968
NHS North West Surrey CCG,Ozone,2008,
NHS Oxfordshire CCG,Ozone,2008,38.17949778
NHS Berkshire West CCG,Ozone,2009,
NHS Surrey Heath CCG,Ozone,2009,
NHS Buckinghamshire CCG,Ozone,2009,
NHS Herts Valleys CCG,Ozone,2009,
NHS Ealing CCG,Ozone,2009,25.85695874
NHS East Berkshire CCG,Ozone,2009,
NHS Hammersmith And Fulham CCG,Ozone,2009,
NHS Hillingdon CCG,Ozone,2009,
NHS Hounslow CCG,Ozone,2009,34.44903616
NHS Kingston CCG,Ozone,2009,43.13590402
NHS Merton CCG,Ozone,2009,43.13590402
NHS Richmond CCG,Ozone,2009,43.13590402
NHS Sutton CCG,Ozone,2009,43.13590402
NHS Wandsworth CCG,Ozone,2009,43.13590402
NHS North West Surrey CCG,Ozone,2009,
NHS Berkshire West CCG,Ozone,2010,
NHS Surrey Heath CCG,Ozone,2010,
NHS Buckinghamshire CCG,Ozone,2010,
NHS Herts Valleys CCG,Ozone,2010,
NHS Ealing CCG,Ozone,2010,26.27389515
NHS East Berkshire CCG,Ozone,2010,
NHS Hammersmith And Fulham CCG,Ozone,2010,
NHS Hillingdon CCG,Ozone,2010,
NHS Hounslow CCG,Ozone,2010,48.70446494
NHS Kingston CCG,Ozone,2010,41.50953041
NHS Merton CCG,Ozone,2010,41.50953041
NHS Richmond CCG,Ozone,2010,41.50953041
NHS Sutton CCG,Ozone,2010,41.50953041
NHS Wandsworth CCG,Ozone,2010,41.50953041
NHS North West Surrey CCG,Ozone,2010,
NHS Oxfordshire CCG,Ozone,2010,
NHS Berkshire West CCG,Ozone,2011,
NHS Surrey Heath CCG,Ozone,2011,
NHS Ealing CCG,Ozone,2011,28.22255426
NHS East Berkshire CCG,Ozone,2011,
NHS Hammersmith And Fulham CCG,Ozone,2011,
NHS Hillingdon CCG,Ozone,2011,
NHS Hounslow CCG,Ozone,2011,31.61941784
NHS Kingston CCG,Ozone,2011,44.94307372
NHS Merton CCG,Ozone,2011,44.94307372
NHS Richmond CCG,Ozone,2011,44.94307372
NHS Sutton CCG,Ozone,2011,44.94307372
NHS Wandsworth CCG,Ozone,2011,44.94307372
NHS North West Surrey CCG,Ozone,2011,
NHS Oxfordshire CCG,Ozone,2011,43.62949687
NHS Berkshire West CCG,Ozone,2012,
NHS Surrey Heath CCG,Ozone,2012,
NHS Buckinghamshire CCG,Ozone,2012,
NHS Herts Valleys CCG,Ozone,2012,
NHS Ealing CCG,Ozone,2012,34.67911716
NHS East Berkshire CCG,Ozone,2012,
NHS Hillingdon CCG,Ozone,2012,
NHS Hounslow CCG,Ozone,2012,31.53995589
NHS Kingston CCG,Ozone,2012,40.29368496
NHS Merton CCG,Ozone,2012,40.29368496
NHS Richmond CCG,Ozone,2012,40.29368496
NHS Sutton CCG,Ozone,2012,40.29368496
NHS Wandsworth CCG,Ozone,2012,40.29368496
NHS North West Surrey CCG,Ozone,2012,
NHS Oxfordshire CCG,Ozone,2012,39.94539448
NHS Berkshire West CCG,Ozone,2013,
NHS Surrey Heath CCG,Ozone,2013,
NHS Ealing CCG,Ozone,2013,35.00612546
NHS East Berkshire CCG,Ozone,2013,
NHS Hillingdon CCG,Ozone,2013,
NHS Hounslow CCG,Ozone,2013,34.60202534
NHS Kingston CCG,Ozone,2013,46.69198316
NHS Merton CCG,Ozone,2013,46.69198316
NHS Richmond CCG,Ozone,2013,46.69198316
NHS Sutton CCG,Ozone,2013,46.69198316
NHS Wandsworth CCG,Ozone,2013,46.69198316
NHS North West Surrey CCG,Ozone,2013,
NHS Oxfordshire CCG,Ozone,2013,37.3764228
NHS Berkshire West CCG,Ozone,2014,
NHS Surrey Heath CCG,Ozone,2014,
NHS Buckinghamshire CCG,Ozone,2014,
NHS Herts Valleys CCG,Ozone,2014,
NHS Ealing CCG,Ozone,2014,36.1523568
NHS East Berkshire CCG,Ozone,2014,
NHS Hammersmith And Fulham CCG,Ozone,2014,
NHS Hillingdon CCG,Ozone,2014,
NHS Hounslow CCG,Ozone,2014,34.73975632
NHS Kingston CCG,Ozone,2014,46.11839982
NHS Merton CCG,Ozone,2014,46.11839982
NHS Richmond CCG,Ozone,2014,46.11839982
NHS Sutton CCG,Ozone,2014,46.11839982
NHS Wandsworth CCG,Ozone,2014,46.11839982
NHS North West Surrey CCG,Ozone,2014,
NHS Berkshire West CCG,Ozone,2015,
NHS Surrey Heath CCG,Ozone,2015,
NHS Buckinghamshire CCG,Ozone,2015,35.03958227
NHS Herts Valleys CCG,Ozone,2015,35.03958227
NHS Ealing CCG,Ozone,2015,36.4366655
NHS East Berkshire CCG,Ozone,2015,
NHS Hammersmith And Fulham CCG,Ozone,2015,
NHS Hillingdon CCG,Ozone,2015,
NHS Hounslow CCG,Ozone,2015,36.5096117
NHS Kingston CCG,Ozone,2015,49.47007436
NHS Merton CCG,Ozone,2015,49.47007436
NHS Richmond CCG,Ozone,2015,49.47007436
NHS Sutton CCG,Ozone,2015,49.47007436
NHS Wandsworth CCG,Ozone,2015,49.47007436
NHS North West Surrey CCG,Ozone,2015,
NHS Berkshire West CCG,Ozone,2016,
NHS Surrey Heath CCG,Ozone,2016,
NHS Buckinghamshire CCG,Ozone,2016,
NHS Herts Valleys CCG,Ozone,2016,
NHS Ealing CCG,Ozone,2016,25.47415297
NHS East Berkshire CCG,Ozone,2016,
NHS Hammersmith And Fulham CCG,Ozone,2016,
NHS Hillingdon CCG,Ozone,2016,
NHS Hounslow CCG,Ozone,2016,31.74631358
NHS Kingston CCG,Ozone,2016,45.56931441
NHS Merton CCG,Ozone,2016,45.56931441
NHS Richmond CCG,Ozone,2016,45.56931441
NHS Sutton CCG,Ozone,2016,45.56931441
NHS Wandsworth CCG,Ozone,2016,45.56931441
NHS North West Surrey CCG,Ozone,2016,
NHS Oxfordshire CCG,Ozone,2016,
NHS Berkshire West CCG,Ozone,2017,
NHS Surrey Heath CCG,Ozone,2017,
NHS Ealing CCG,Ozone,2017,
NHS East Berkshire CCG,Ozone,2017,
NHS Hammersmith And Fulham CCG,Ozone,2017,
NHS Hillingdon CCG,Ozone,2017,
NHS Hounslow CCG,Ozone,2017,31.39444949
NHS Kingston CCG,Ozone,2017,43.24416342
NHS Merton CCG,Ozone,2017,43.24416342
NHS Richmond CCG,Ozone,2017,43.24416342
NHS Sutton CCG,Ozone,2017,43.24416342
NHS Wandsworth CCG,Ozone,2017,43.24416342
NHS North West Surrey CCG,Ozone,2017,
NHS Oxfordshire CCG,Ozone,2017,43.74854854
NHS Berkshire West CCG,Ozone,2018,
NHS Surrey Heath CCG,Ozone,2018,
NHS Ealing CCG,Ozone,2018,
NHS East Berkshire CCG,Ozone,2018,
NHS Hammersmith And Fulham CCG,Ozone,2018,
NHS Hillingdon CCG,Ozone,2018,
NHS Hounslow CCG,Ozone,2018,36.82154924
NHS Kingston CCG,Ozone,2018,46.12120575
NHS Merton CCG,Ozone,2018,46.12120575
NHS Richmond CCG,Ozone,2018,46.12120575
NHS Sutton CCG,Ozone,2018,46.12120575
NHS Wandsworth CCG,Ozone,2018,46.12120575
NHS North West Surrey CCG,Ozone,2018,
NHS Oxfordshire CCG,Ozone,2018,36.66256203
NHS Berkshire West CCG,Ozone,2019,
NHS Surrey Heath CCG,Ozone,2019,
NHS Buckinghamshire CCG,Ozone,2019,43.26305339
NHS Herts Valleys CCG,Ozone,2019,43.26305339
NHS Ealing CCG,Ozone,2019,
NHS East Berkshire CCG,Ozone,2019,
NHS Hillingdon CCG,Ozone,2019,
NHS Hounslow CCG,Ozone,2019,22.45806152
NHS Kingston CCG,Ozone,2019,44.39852763
NHS Merton CCG,Ozone,2019,44.39852763
NHS Richmond CCG,Ozone,2019,44.39852763
NHS Sutton CCG,Ozone,2019,44.39852763
NHS Wandsworth CCG,Ozone,2019,44.39852763
NHS North West Surrey CCG,Ozone,2019,
NHS Oxfordshire CCG,Ozone,2019,
NHS Berkshire West CCG,PM10,2004,20.18451079
NHS Surrey Heath CCG,PM10,2004,20.18451079
NHS Ealing CCG,PM10,2004,23.33357631
NHS East Berkshire CCG,PM10,2004,23.84999629
NHS Hammersmith And Fulham CCG,PM10,2004,26.15803211
NHS Hillingdon CCG,PM10,2004,26.43231136
NHS Hounslow CCG,PM10,2004,
NHS Kingston CCG,PM10,2004,22.97446345
NHS Merton CCG,PM10,2004,22.97446345
NHS Richmond CCG,PM10,2004,22.97446345
NHS Sutton CCG,PM10,2004,22.97446345
NHS Wandsworth CCG,PM10,2004,22.97446345
NHS North West Surrey CCG,PM10,2004,23.94585471
NHS Oxfordshire CCG,PM10,2004,
NHS Berkshire West CCG,PM10,2005,24.16177045
NHS Surrey Heath CCG,PM10,2005,24.16177045
NHS Buckinghamshire CCG,PM10,2005,20.7673752
NHS Herts Valleys CCG,PM10,2005,20.7673752
NHS Ealing CCG,PM10,2005,25.91664694
NHS East Berkshire CCG,PM10,2005,27.40139804
NHS Hammersmith And Fulham CCG,PM10,2005,24.44079428
NHS Hillingdon CCG,PM10,2005,25.76429504
NHS Hounslow CCG,PM10,2005,
NHS Kingston CCG,PM10,2005,23.2079301
NHS Merton CCG,PM10,2005,23.2079301
NHS Richmond CCG,PM10,2005,23.2079301
NHS Sutton CCG,PM10,2005,23.2079301
NHS Wandsworth CCG,PM10,2005,23.2079301
NHS North West Surrey CCG,PM10,2005,24.84438165
NHS Oxfordshire CCG,PM10,2005,
NHS Berkshire West CCG,PM10,2006,22.67072561
NHS Surrey Heath CCG,PM10,2006,22.67072561
NHS Buckinghamshire CCG,PM10,2006,
NHS Herts Valleys CCG,PM10,2006,
NHS Ealing CCG,PM10,2006,25.44342469
NHS East Berkshire CCG,PM10,2006,23.0565051
NHS Hammersmith And Fulham CCG,PM10,2006,25.94131946
NHS Hillingdon CCG,PM10,2006,25.9021213
NHS Hounslow CCG,PM10,2006,
NHS Kingston CCG,PM10,2006,22.97239993
NHS Merton CCG,PM10,2006,22.97239993
NHS Richmond CCG,PM10,2006,22.97239993
NHS Sutton CCG,PM10,2006,22.97239993
NHS Wandsworth CCG,PM10,2006,22.97239993
NHS North West Surrey CCG,PM10,2006,26.49731334
NHS Oxfordshire CCG,PM10,2006,21.50377001
NHS Berkshire West CCG,PM10,2007,25.89585781
NHS Surrey Heath CCG,PM10,2007,25.89585781
NHS Buckinghamshire CCG,PM10,2007,19.25680002
NHS Herts Valleys CCG,PM10,2007,19.25680002
NHS Ealing CCG,PM10,2007,24.40176891
NHS East Berkshire CCG,PM10,2007,39.66833846
NHS Hillingdon CCG,PM10,2007,26.47356242
NHS Hounslow CCG,PM10,2007,
NHS Kingston CCG,PM10,2007,21.57778888
NHS Merton CCG,PM10,2007,21.57778888
NHS Richmond CCG,PM10,2007,21.57778888
NHS Sutton CCG,PM10,2007,21.57778888
NHS Wandsworth CCG,PM10,2007,21.57778888
NHS North West Surrey CCG,PM10,2007,24.34276213
NHS Oxfordshire CCG,PM10,2007,21.7898942
NHS Berkshire West CCG,PM10,2008,23.84608636
NHS Surrey Heath CCG,PM10,2008,23.84608636
NHS Buckinghamshire CCG,PM10,2008,
NHS Herts Valleys CCG,PM10,2008,
NHS Ealing CCG,PM10,2008,22.14147481
NHS East Berkshire CCG,PM10,2008,25.21112335
NHS Hammersmith And Fulham CCG,PM10,2008,25.35828515
NHS Hillingdon CCG,PM10,2008,23.82012119
NHS Hounslow CCG,PM10,2008,
NHS Kingston CCG,PM10,2008,20.15139568
NHS Merton CCG,PM10,2008,20.15139568
NHS Richmond CCG,PM10,2008,20.15139568
NHS Sutton CCG,PM10,2008,20.15139568
NHS Wandsworth CCG,PM10,2008,20.15139568
NHS North West Surrey CCG,PM10,2008,21.8601574
NHS Oxfordshire CCG,PM10,2008,
NHS Berkshire West CCG,PM10,2009,26.37960563
NHS Surrey Heath CCG,PM10,2009,26.37960563
NHS Buckinghamshire CCG,PM10,2009,17.84202937
NHS Herts Valleys CCG,PM10,2009,17.84202937
NHS Ealing CCG,PM10,2009,22.76906733
NHS East Berkshire CCG,PM10,2009,27.86476665
NHS Hammersmith And Fulham CCG,PM10,2009,23.0012311
NHS Hillingdon CCG,PM10,2009,23.74888571
NHS Hounslow CCG,PM10,2009,
NHS Kingston CCG,PM10,2009,20.70153172
NHS Merton CCG,PM10,2009,20.70153172
NHS Richmond CCG,PM10,2009,20.70153172
NHS Sutton CCG,PM10,2009,20.70153172
NHS Wandsworth CCG,PM10,2009,20.70153172
NHS North West Surrey CCG,PM10,2009,21.19650308
NHS Berkshire West CCG,PM10,2010,28.4670162
NHS Surrey Heath CCG,PM10,2010,28.4670162
NHS Buckinghamshire CCG,PM10,2010,19.13580591
NHS Herts Valleys CCG,PM10,2010,19.13580591
NHS Ealing CCG,PM10,2010,22.35832922
NHS East Berkshire CCG,PM10,2010,21.92685084
NHS Hammersmith And Fulham CCG,PM10,2010,29.67452111
NHS Hillingdon CCG,PM10,2010,21.2937499
NHS Hounslow CCG,PM10,2010,
NHS Kingston CCG,PM10,2010,20.07834997
NHS Merton CCG,PM10,2010,20.07834997
NHS Richmond CCG,PM10,2010,20.07834997
NHS Sutton CCG,PM10,2010,20.07834997
NHS Wandsworth CCG,PM10,2010,20.07834997
NHS North West Surrey CCG,PM10,2010,20.71528358
NHS Oxfordshire CCG,PM10,2010,17.38831086
NHS Berkshire West CCG,PM10,2011,23.34522724
NHS Surrey Heath CCG,PM10,2011,23.34522724
NHS Ealing CCG,PM10,2011,23.62968069
NHS East Berkshire CCG,PM10,2011,30.24053956
NHS Hammersmith And Fulham CCG,PM10,2011,30.66247735
NHS Hillingdon CCG,PM10,2011,24.91838284
NHS Hounslow CCG,PM10,2011,
NHS Kingston CCG,PM10,2011,22.71813238
NHS Merton CCG,PM10,2011,22.71813238
NHS Richmond CCG,PM10,2011,22.71813238
NHS Sutton CCG,PM10,2011,22.71813238
NHS Wandsworth CCG,PM10,2011,22.71813238
